sent1,sent2,unicode,label,strategy,attribute,filename,emoji,separate_filenames
This is crossed_fingers [EM] dollar_banknote.,This is inadequate staff.,U+1F91E U+1F4B5,0,6,QUANTITY,1309.png,🤞💵,"['noto-emoji/png/512/emoji_u1f91e.png', 'noto-emoji/png/512/emoji_u1f4b5.png']"
This is person_shrugging [EM] money_with_wings [EM] houses.,This is inadequate staff.,U+1F937 U+1F4B8 U+1F3D8 U+FE0F,0,6,QUANTITY,1308.png,🤷💸🏘️,"['noto-emoji/png/512/emoji_u1f937.png', 'noto-emoji/png/512/emoji_u1f4b8.png', 'noto-emoji/png/512/emoji_u1f3d8.png']"
This is person_in_tuxedo [EM] man_in_tuxedo [EM] cross_mark.,This is inadequate staff.,U+1F935 U+1F935 U+200D U+2642 U+FE0F U+274C,0,6,ADEQUACY,1314.png,🤵🤵‍♂️❌,"['noto-emoji/png/512/emoji_u1f935.png', 'noto-emoji/png/512/emoji_u1f935.png', 'noto-emoji/png/512/emoji_u2642.png', 'noto-emoji/png/512/emoji_u274c.png']"
This is cross_mark [EM] teacher.,This is inadequate staff.,U+274C U+1F9D1 U+200D U+1F3EB,0,6,ADEQUACY,1311.png,❌🧑‍🏫,"['noto-emoji/png/512/emoji_u274c.png', 'noto-emoji/png/512/emoji_u1f9d1.png', 'noto-emoji/png/512/emoji_u1f3eb.png']"
This is thumbs_up [EM] flashlight.,This is idyllic life.,U+1F44D U+1F526,0,6,PERFECTION,1336.png,👍🔦,"['noto-emoji/png/512/emoji_u1f44d.png', 'noto-emoji/png/512/emoji_u1f526.png']"
This is sparkles [EM] national_park.,This is idyllic life.,U+2728 U+1F3DE U+FE0F,0,6,PERFECTION,1337.png,✨🏞️,"['noto-emoji/png/512/emoji_u2728.png', 'noto-emoji/png/512/emoji_u1f3de.png']"
This is grinning_face_with_big_eyes [EM] sunglasses [EM] palm_tree.,This is idyllic life.,U+1F603 U+1F576 U+FE0F U+1F334,0,6,PERFECTION,1342.png,😃🕶️🌴,"['noto-emoji/png/512/emoji_u1f603.png', 'noto-emoji/png/512/emoji_u1f576.png', 'noto-emoji/png/512/emoji_u1f334.png']"
This is beaming_face_with_smiling_eyes [EM] sun_behind_large_cloud [EM] bento_box [EM] camping.,This is idyllic life.,U+1F601 U+1F325 U+FE0F U+1F371 U+1F3D5 U+FE0F,0,6,PERFECTION,1341.png,😁🌥️🍱🏕️,"['noto-emoji/png/512/emoji_u1f601.png', 'noto-emoji/png/512/emoji_u1f325.png', 'noto-emoji/png/512/emoji_u1f371.png', 'noto-emoji/png/512/emoji_u1f3d5.png']"
This is party_popper [EM] raising_hands [EM] hundred_points [EM] beach_with_umbrella.,This is idyllic life.,U+1F389 U+1F64C U+1F4AF U+1F3D6 U+FE0F,0,6,PERFECTION,1339.png,🎉🙌💯🏖️,"['noto-emoji/png/512/emoji_u1f389.png', 'noto-emoji/png/512/emoji_u1f64c.png', 'noto-emoji/png/512/emoji_u1f4af.png', 'noto-emoji/png/512/emoji_u1f3d6.png']"
This is woman [EM] palm_tree [EM] mate.,This is idyllic life.,U+1F469 U+1F334 U+1F9C9,0,6,PERFECTION,1340.png,👩🌴🧉,"['noto-emoji/png/512/emoji_u1f469.png', 'noto-emoji/png/512/emoji_u1f334.png', 'noto-emoji/png/512/emoji_u1f9c9.png']"
This is grinning_face_with_big_eyes [EM] sunglasses [EM] palm_tree.,This is idyllic life.,U+1F603 U+1F576 U+FE0F U+1F334,0,6,PERFECTION,1342.png,😃🕶️🌴,"['noto-emoji/png/512/emoji_u1f603.png', 'noto-emoji/png/512/emoji_u1f576.png', 'noto-emoji/png/512/emoji_u1f334.png']"
This is grinning_face_with_big_eyes [EM] sunglasses [EM] palm_tree.,This is idyllic life.,U+1F603 U+1F576 U+FE0F U+1F334,0,6,PERFECTION,1342.png,😃🕶️🌴,"['noto-emoji/png/512/emoji_u1f603.png', 'noto-emoji/png/512/emoji_u1f576.png', 'noto-emoji/png/512/emoji_u1f334.png']"
This is beaming_face_with_smiling_eyes [EM] house_with_garden [EM] person_in_bed.,This is idyllic spot.,U+1F601 U+1F3E1 U+1F6CC,0,6,PLEASANTNESS,1333.png,😁🏡🛌,"['noto-emoji/png/512/emoji_u1f601.png', 'noto-emoji/png/512/emoji_u1f3e1.png', 'noto-emoji/png/512/emoji_u1f6cc.png']"
This is party_popper [EM] raising_hands [EM] hundred_points [EM] family_man_woman_girl_boy.,This is idyllic spot.,U+1F389 U+1F64C U+1F4AF U+1F468 U+200D U+1F469 U+200D U+1F467 U+200D U+1F466,0,6,PLEASANTNESS,1331.png,🎉🙌💯👨‍👩‍👧‍👦,"['noto-emoji/png/512/emoji_u1f389.png', 'noto-emoji/png/512/emoji_u1f64c.png', 'noto-emoji/png/512/emoji_u1f4af.png', 'noto-emoji/png/512/emoji_u1f468.png', 'noto-emoji/png/512/emoji_u1f469.png', 'noto-emoji/png/512/emoji_u1f467.png', 'noto-emoji/png/512/emoji_u1f466.png']"
This is woman [EM] yawning_face [EM] sleeping_face.,This is idyllic spot.,U+1F469 U+1F971 U+1F634,0,6,PLEASANTNESS,1332.png,👩🥱😴,"['noto-emoji/png/512/emoji_u1f469.png', 'noto-emoji/png/512/emoji_u1f971.png', 'noto-emoji/png/512/emoji_u1f634.png']"
This is party_popper [EM] raising_hands [EM] hundred_points [EM] family_man_woman_girl_boy.,This is idyllic spot.,U+1F389 U+1F64C U+1F4AF U+1F468 U+200D U+1F469 U+200D U+1F467 U+200D U+1F466,0,6,PLEASANTNESS,1331.png,🎉🙌💯👨‍👩‍👧‍👦,"['noto-emoji/png/512/emoji_u1f389.png', 'noto-emoji/png/512/emoji_u1f64c.png', 'noto-emoji/png/512/emoji_u1f4af.png', 'noto-emoji/png/512/emoji_u1f468.png', 'noto-emoji/png/512/emoji_u1f469.png', 'noto-emoji/png/512/emoji_u1f467.png', 'noto-emoji/png/512/emoji_u1f466.png']"
This is woman_in_steamy_room [EM] man_getting_massage [EM] man_in_steamy_room [EM] smiling_face_with_halo.,This is idyllic spot.,U+1F9D6 U+200D U+2640 U+FE0F U+1F486 U+200D U+2642 U+FE0F U+1F9D6 U+200D U+2642 U+FE0F U+1F607,0,6,PLEASANTNESS,1327.png,🧖‍♀️💆‍♂️🧖‍♂️😇,"['noto-emoji/png/512/emoji_u1f9d6.png', 'noto-emoji/png/512/emoji_u2640.png', 'noto-emoji/png/512/emoji_u1f486.png', 'noto-emoji/png/512/emoji_u2642.png', 'noto-emoji/png/512/emoji_u1f9d6.png', 'noto-emoji/png/512/emoji_u2642.png', 'noto-emoji/png/512/emoji_u1f607.png']"
This is woman [EM] yawning_face [EM] sleeping_face.,This is idyllic spot.,U+1F469 U+1F971 U+1F634,0,6,PLEASANTNESS,1332.png,👩🥱😴,"['noto-emoji/png/512/emoji_u1f469.png', 'noto-emoji/png/512/emoji_u1f971.png', 'noto-emoji/png/512/emoji_u1f634.png']"
This is person_tipping_hand [EM] woman_tipping_hand [EM] handbag [EM] money_with_wings.,This is idyllic spot.,U+1F481 U+1F481 U+200D U+2640 U+FE0F U+1F45C U+1F4B8,0,6,PLEASANTNESS,1330.png,💁💁‍♀️👜💸,"['noto-emoji/png/512/emoji_u1f481.png', 'noto-emoji/png/512/emoji_u1f481.png', 'noto-emoji/png/512/emoji_u2640.png', 'noto-emoji/png/512/emoji_u1f45c.png', 'noto-emoji/png/512/emoji_u1f4b8.png']"
This is person_tipping_hand [EM] woman_tipping_hand [EM] handbag [EM] money_with_wings.,This is idyllic spot.,U+1F481 U+1F481 U+200D U+2640 U+FE0F U+1F45C U+1F4B8,0,6,PLEASANTNESS,1330.png,💁💁‍♀️👜💸,"['noto-emoji/png/512/emoji_u1f481.png', 'noto-emoji/png/512/emoji_u1f481.png', 'noto-emoji/png/512/emoji_u2640.png', 'noto-emoji/png/512/emoji_u1f45c.png', 'noto-emoji/png/512/emoji_u1f4b8.png']"
This is house_with_garden [EM] smiling_face_with_hearts [EM] baby_bottle [EM] baby [EM] money_bag.,This is domestic worry.,U+1F3E1 U+1F970 U+1F37C U+1F476 U+1F4B0,0,6,DOMESTICITY,1357.png,🏡🥰🍼👶💰,"['noto-emoji/png/512/emoji_u1f3e1.png', 'noto-emoji/png/512/emoji_u1f970.png', 'noto-emoji/png/512/emoji_u1f37c.png', 'noto-emoji/png/512/emoji_u1f476.png', 'noto-emoji/png/512/emoji_u1f4b0.png']"
This is house [EM] broom.,This is domestic worry.,U+1F3E0 U+1F9F9,0,6,DOMESTICITY,1361.png,🏠🧹,"['noto-emoji/png/512/emoji_u1f3e0.png', 'noto-emoji/png/512/emoji_u1f9f9.png']"
This is house [EM] dog.,This is domestic worry.,U+1F3E0 U+1F415,0,6,TAMENESS,1368.png,🏠🐕,"['noto-emoji/png/512/emoji_u1f3e0.png', 'noto-emoji/png/512/emoji_u1f415.png']"
This is house [EM] cow [EM] goat [EM] guide_dog [EM] chicken [EM] house.,This is domestic worry.,U+1F3E0 U+1F404 U+1F410 U+1F9AE U+1F414 U+1F3E0,0,6,TAMENESS,1367.png,🏠🐄🐐🦮🐔🏠,"['noto-emoji/png/512/emoji_u1f3e0.png', 'noto-emoji/png/512/emoji_u1f404.png', 'noto-emoji/png/512/emoji_u1f410.png', 'noto-emoji/png/512/emoji_u1f9ae.png', 'noto-emoji/png/512/emoji_u1f414.png', 'noto-emoji/png/512/emoji_u1f3e0.png']"
This is house [EM] grinning_face_with_big_eyes.,This is domestic worry.,U+1F3E0 U+1F603,0,6,DOMESTICITY,1355.png,🏠😃,"['noto-emoji/png/512/emoji_u1f3e0.png', 'noto-emoji/png/512/emoji_u1f603.png']"
This is house [EM] broom.,This is domestic worry.,U+1F3E0 U+1F9F9,0,6,DOMESTICITY,1361.png,🏠🧹,"['noto-emoji/png/512/emoji_u1f3e0.png', 'noto-emoji/png/512/emoji_u1f9f9.png']"
This is house [EM] grinning_face_with_smiling_eyes.,This is domestic worry.,U+1F3E0 U+1F604,0,6,DOMESTICITY,1352.png,🏠😄,"['noto-emoji/png/512/emoji_u1f3e0.png', 'noto-emoji/png/512/emoji_u1f604.png']"
This is girl [EM] beaming_face_with_smiling_eyes [EM] face_with_tears_of_joy.,This is domestic worry.,U+1F467 U+1F601 U+1F602,0,6,DOMESTICITY,1356.png,👧😁😂,"['noto-emoji/png/512/emoji_u1f467.png', 'noto-emoji/png/512/emoji_u1f601.png', 'noto-emoji/png/512/emoji_u1f602.png']"
This is house [EM] woman_frowning.,This is domestic happiness.,U+1F3E0 U+1F64D U+200D U+2640 U+FE0F,0,6,DOMESTICITY,1350.png,🏠🙍‍♀️,"['noto-emoji/png/512/emoji_u1f3e0.png', 'noto-emoji/png/512/emoji_u1f64d.png', 'noto-emoji/png/512/emoji_u2640.png']"
This is house [EM] broom.,This is domestic happiness.,U+1F3E0 U+1F9F9,0,6,DOMESTICITY,1361.png,🏠🧹,"['noto-emoji/png/512/emoji_u1f3e0.png', 'noto-emoji/png/512/emoji_u1f9f9.png']"
This is house [EM] pleading_face.,This is domestic happiness.,U+1F3E0 U+1F97A,0,6,DOMESTICITY,1344.png,🏠🥺,"['noto-emoji/png/512/emoji_u1f3e0.png', 'noto-emoji/png/512/emoji_u1f97a.png']"
This is worried_face [EM] derelict_house [EM] money_with_wings [EM] bowl_with_spoon [EM] baby.,This is domestic happiness.,U+1F61F U+1F3DA U+FE0F U+1F4B8 U+1F963 U+1F476,0,6,DOMESTICITY,1349.png,😟🏚️💸🥣👶,"['noto-emoji/png/512/emoji_u1f61f.png', 'noto-emoji/png/512/emoji_u1f3da.png', 'noto-emoji/png/512/emoji_u1f4b8.png', 'noto-emoji/png/512/emoji_u1f963.png', 'noto-emoji/png/512/emoji_u1f476.png']"
This is house [EM] broom.,This is domestic happiness.,U+1F3E0 U+1F9F9,0,6,DOMESTICITY,1361.png,🏠🧹,"['noto-emoji/png/512/emoji_u1f3e0.png', 'noto-emoji/png/512/emoji_u1f9f9.png']"
This is house [EM] dog_face [EM] cat_face.,This is domestic happiness.,U+1F3E0 U+1F436 U+1F431,0,6,TAMENESS,1371.png,🏠🐶🐱,"['noto-emoji/png/512/emoji_u1f3e0.png', 'noto-emoji/png/512/emoji_u1f436.png', 'noto-emoji/png/512/emoji_u1f431.png']"
This is worried_face [EM] derelict_house [EM] money_with_wings [EM] bowl_with_spoon [EM] baby.,This is domestic happiness.,U+1F61F U+1F3DA U+FE0F U+1F4B8 U+1F963 U+1F476,0,6,DOMESTICITY,1349.png,😟🏚️💸🥣👶,"['noto-emoji/png/512/emoji_u1f61f.png', 'noto-emoji/png/512/emoji_u1f3da.png', 'noto-emoji/png/512/emoji_u1f4b8.png', 'noto-emoji/png/512/emoji_u1f963.png', 'noto-emoji/png/512/emoji_u1f476.png']"
This is dog_face [EM] cat_face [EM] rabbit_face.,This is domestic happiness.,U+1F436 U+1F431 U+1F430,0,6,TAMENESS,1372.png,🐶🐱🐰,"['noto-emoji/png/512/emoji_u1f436.png', 'noto-emoji/png/512/emoji_u1f431.png', 'noto-emoji/png/512/emoji_u1f430.png']"
This is worried_face [EM] derelict_house [EM] money_with_wings [EM] bowl_with_spoon [EM] baby.,This is domestic chore.,U+1F61F U+1F3DA U+FE0F U+1F4B8 U+1F963 U+1F476,0,6,DOMESTICITY,1349.png,😟🏚️💸🥣👶,"['noto-emoji/png/512/emoji_u1f61f.png', 'noto-emoji/png/512/emoji_u1f3da.png', 'noto-emoji/png/512/emoji_u1f4b8.png', 'noto-emoji/png/512/emoji_u1f963.png', 'noto-emoji/png/512/emoji_u1f476.png']"
This is girl [EM] worried_face [EM] anxious_face_with_sweat.,This is domestic chore.,U+1F467 U+1F61F U+1F630,0,6,DOMESTICITY,1348.png,👧😟😰,"['noto-emoji/png/512/emoji_u1f467.png', 'noto-emoji/png/512/emoji_u1f61f.png', 'noto-emoji/png/512/emoji_u1f630.png']"
This is house [EM] smiling_face_with_hearts.,This is domestic chore.,U+1F3E0 U+1F970,0,6,DOMESTICITY,1353.png,🏠🥰,"['noto-emoji/png/512/emoji_u1f3e0.png', 'noto-emoji/png/512/emoji_u1f970.png']"
This is house [EM] dog_face [EM] cat_face [EM] smiling_face_with_heart-eyes.,This is domestic chore.,U+1F3E0 U+1F436 U+1F431 U+1F60D,0,6,TAMENESS,1373.png,🏠🐶🐱😍,"['noto-emoji/png/512/emoji_u1f3e0.png', 'noto-emoji/png/512/emoji_u1f436.png', 'noto-emoji/png/512/emoji_u1f431.png', 'noto-emoji/png/512/emoji_u1f60d.png']"
This is house [EM] pleading_face.,This is domestic chore.,U+1F3E0 U+1F97A,0,6,DOMESTICITY,1344.png,🏠🥺,"['noto-emoji/png/512/emoji_u1f3e0.png', 'noto-emoji/png/512/emoji_u1f97a.png']"
This is worried_face [EM] derelict_house [EM] money_with_wings [EM] bowl_with_spoon [EM] baby.,This is domestic chore.,U+1F61F U+1F3DA U+FE0F U+1F4B8 U+1F963 U+1F476,0,6,DOMESTICITY,1349.png,😟🏚️💸🥣👶,"['noto-emoji/png/512/emoji_u1f61f.png', 'noto-emoji/png/512/emoji_u1f3da.png', 'noto-emoji/png/512/emoji_u1f4b8.png', 'noto-emoji/png/512/emoji_u1f963.png', 'noto-emoji/png/512/emoji_u1f476.png']"
This is house_with_garden [EM] pleading_face [EM] worried_face.,This is domestic chore.,U+1F3E1 U+1F97A U+1F61F,0,6,DOMESTICITY,1346.png,🏡🥺😟,"['noto-emoji/png/512/emoji_u1f3e1.png', 'noto-emoji/png/512/emoji_u1f97a.png', 'noto-emoji/png/512/emoji_u1f61f.png']"
This is house [EM] woman_frowning.,This is domestic chore.,U+1F3E0 U+1F64D U+200D U+2640 U+FE0F,0,6,DOMESTICITY,1350.png,🏠🙍‍♀️,"['noto-emoji/png/512/emoji_u1f3e0.png', 'noto-emoji/png/512/emoji_u1f64d.png', 'noto-emoji/png/512/emoji_u2640.png']"
This is face_with_steam_from_nose [EM] broom [EM] sponge [EM] wastebasket.,This is domestic animal.,U+1F624 U+1F9F9 U+1F9FD U+1F5D1 U+FE0F,0,6,DOMESTICITY,1364.png,😤🧹🧽🗑️,"['noto-emoji/png/512/emoji_u1f624.png', 'noto-emoji/png/512/emoji_u1f9f9.png', 'noto-emoji/png/512/emoji_u1f9fd.png', 'noto-emoji/png/512/emoji_u1f5d1.png']"
This is house [EM] smiling_face_with_hearts.,This is domestic animal.,U+1F3E0 U+1F970,0,6,DOMESTICITY,1353.png,🏠🥰,"['noto-emoji/png/512/emoji_u1f3e0.png', 'noto-emoji/png/512/emoji_u1f970.png']"
This is house [EM] woman_frowning.,This is domestic animal.,U+1F3E0 U+1F64D U+200D U+2640 U+FE0F,0,6,DOMESTICITY,1350.png,🏠🙍‍♀️,"['noto-emoji/png/512/emoji_u1f3e0.png', 'noto-emoji/png/512/emoji_u1f64d.png', 'noto-emoji/png/512/emoji_u2640.png']"
This is house [EM] woman_frowning.,This is domestic animal.,U+1F3E0 U+1F64D U+200D U+2640 U+FE0F,0,6,DOMESTICITY,1350.png,🏠🙍‍♀️,"['noto-emoji/png/512/emoji_u1f3e0.png', 'noto-emoji/png/512/emoji_u1f64d.png', 'noto-emoji/png/512/emoji_u2640.png']"
This is grinning_face [EM] grinning_face_with_big_eyes [EM] grinning_face_with_smiling_eyes.,This is domestic animal.,U+1F600 U+1F603 U+1F604,0,6,DOMESTICITY,1358.png,😀😃😄,"['noto-emoji/png/512/emoji_u1f600.png', 'noto-emoji/png/512/emoji_u1f603.png', 'noto-emoji/png/512/emoji_u1f604.png']"
This is grinning_face [EM] grinning_face_with_big_eyes [EM] grinning_face_with_smiling_eyes.,This is domestic animal.,U+1F600 U+1F603 U+1F604,0,6,DOMESTICITY,1358.png,😀😃😄,"['noto-emoji/png/512/emoji_u1f600.png', 'noto-emoji/png/512/emoji_u1f603.png', 'noto-emoji/png/512/emoji_u1f604.png']"
This is broom [EM] soap [EM] lotion_bottle [EM] face_with_medical_mask.,This is domestic animal.,U+1F9F9 U+1F9FC U+1F9F4 U+1F637,0,6,DOMESTICITY,1362.png,🧹🧼🧴😷,"['noto-emoji/png/512/emoji_u1f9f9.png', 'noto-emoji/png/512/emoji_u1f9fc.png', 'noto-emoji/png/512/emoji_u1f9f4.png', 'noto-emoji/png/512/emoji_u1f637.png']"
This is house [EM] keyboard.,This is domestic animal.,U+1F3E0 U+2328 U+FE0F,0,6,DOMESTICITY,1360.png,🏠⌨️,"['noto-emoji/png/512/emoji_u1f3e0.png', 'noto-emoji/png/512/emoji_u2328.png']"
This is graduation_cap [EM] test_tube.,This is intelligent question.,U+1F393 U+1F9EA,0,6,REASONABLENESS,1410.png,🎓🧪,"['noto-emoji/png/512/emoji_u1f393.png', 'noto-emoji/png/512/emoji_u1f9ea.png']"
This is nerd_face [EM] magnifying_glass_tilted_left.,This is intelligent question.,U+1F913 U+1F50D,0,6,REASONABLENESS,1409.png,🤓🔍,"['noto-emoji/png/512/emoji_u1f913.png', 'noto-emoji/png/512/emoji_u1f50d.png']"
This is brain [EM] red_exclamation_mark [EM] red_exclamation_mark.,This is intelligent question.,U+1F9E0 U+2757 U+2757,0,6,REASONABLENESS,1408.png,🧠❗❗,"['noto-emoji/png/512/emoji_u1f9e0.png', 'noto-emoji/png/512/emoji_u2757.png', 'noto-emoji/png/512/emoji_u2757.png']"
This is brain [EM] red_exclamation_mark [EM] red_exclamation_mark.,This is intelligent question.,U+1F9E0 U+2757 U+2757,0,6,REASONABLENESS,1408.png,🧠❗❗,"['noto-emoji/png/512/emoji_u1f9e0.png', 'noto-emoji/png/512/emoji_u2757.png', 'noto-emoji/png/512/emoji_u2757.png']"
This is graduation_cap [EM] test_tube.,This is intelligent question.,U+1F393 U+1F9EA,0,6,REASONABLENESS,1410.png,🎓🧪,"['noto-emoji/png/512/emoji_u1f393.png', 'noto-emoji/png/512/emoji_u1f9ea.png']"
This is nerd_face [EM] magnifying_glass_tilted_left.,This is intelligent question.,U+1F913 U+1F50D,0,6,REASONABLENESS,1409.png,🤓🔍,"['noto-emoji/png/512/emoji_u1f913.png', 'noto-emoji/png/512/emoji_u1f50d.png']"
This is light_bulb [EM] check_mark_button.,This is intelligent question.,U+1F4A1 U+2705,0,6,REASONABLENESS,1411.png,💡✅,"['noto-emoji/png/512/emoji_u1f4a1.png', 'noto-emoji/png/512/emoji_u2705.png']"
This is brain [EM] light_bulb.,This is intelligent question.,U+1F9E0 U+1F4A1,0,6,REASONABLENESS,1407.png,🧠💡,"['noto-emoji/png/512/emoji_u1f9e0.png', 'noto-emoji/png/512/emoji_u1f4a1.png']"
This is person_raising_hand [EM] brain [EM] thought_balloon [EM] student.,This is intelligent life.,U+1F64B U+1F9E0 U+1F4AD U+1F9D1 U+200D U+1F393,0,6,INTELLIGENCE,1393.png,🙋🧠💭🧑‍🎓,"['noto-emoji/png/512/emoji_u1f64b.png', 'noto-emoji/png/512/emoji_u1f9e0.png', 'noto-emoji/png/512/emoji_u1f4ad.png', 'noto-emoji/png/512/emoji_u1f9d1.png', 'noto-emoji/png/512/emoji_u1f393.png']"
This is nerd_face [EM] light_bulb.,This is intelligent life.,U+1F913 U+1F4A1,0,6,REASONABLENESS,1412.png,🤓💡,"['noto-emoji/png/512/emoji_u1f913.png', 'noto-emoji/png/512/emoji_u1f4a1.png']"
This is person_raising_hand [EM] brain [EM] thought_balloon [EM] student.,This is intelligent life.,U+1F64B U+1F9E0 U+1F4AD U+1F9D1 U+200D U+1F393,0,6,INTELLIGENCE,1393.png,🙋🧠💭🧑‍🎓,"['noto-emoji/png/512/emoji_u1f64b.png', 'noto-emoji/png/512/emoji_u1f9e0.png', 'noto-emoji/png/512/emoji_u1f4ad.png', 'noto-emoji/png/512/emoji_u1f9d1.png', 'noto-emoji/png/512/emoji_u1f393.png']"
This is light_bulb [EM] check_mark_button.,This is intelligent life.,U+1F4A1 U+2705,0,6,REASONABLENESS,1411.png,💡✅,"['noto-emoji/png/512/emoji_u1f4a1.png', 'noto-emoji/png/512/emoji_u2705.png']"
This is light_bulb [EM] check_mark_button.,This is intelligent life.,U+1F4A1 U+2705,0,6,REASONABLENESS,1411.png,💡✅,"['noto-emoji/png/512/emoji_u1f4a1.png', 'noto-emoji/png/512/emoji_u2705.png']"
This is brain [EM] red_exclamation_mark [EM] red_exclamation_mark.,This is intelligent life.,U+1F9E0 U+2757 U+2757,0,6,REASONABLENESS,1408.png,🧠❗❗,"['noto-emoji/png/512/emoji_u1f9e0.png', 'noto-emoji/png/512/emoji_u2757.png', 'noto-emoji/png/512/emoji_u2757.png']"
This is brain [EM] red_question_mark [EM] speech_balloon.,This is intelligent life.,U+1F9E0 U+2753 U+1F4AC,0,6,INTELLIGENCE,1392.png,🧠❓💬,"['noto-emoji/png/512/emoji_u1f9e0.png', 'noto-emoji/png/512/emoji_u2753.png', 'noto-emoji/png/512/emoji_u1f4ac.png']"
This is man_student [EM] red_question_mark.,This is intelligent life.,U+1F468 U+200D U+1F393 U+2753 U+FE0F,0,6,INTELLIGENCE,1394.png,👨‍🎓❓️,"['noto-emoji/png/512/emoji_u1f468.png', 'noto-emoji/png/512/emoji_u1f393.png', 'noto-emoji/png/512/emoji_u2753.png']"
This is face_with_monocle [EM] red_question_mark.,This is intelligent solution.,U+1F9D0 U+2753,0,6,CLARITY,645.png,🧐❓,"['noto-emoji/png/512/emoji_u1f9d0.png', 'noto-emoji/png/512/emoji_u2753.png']"
This is nerd_face [EM] dog_face [EM] fox [EM] bear [EM] squid [EM] deciduous_tree [EM] spouting_whale [EM] nerd_face.,This is intelligent solution.,U+1F913 U+1F436 U+1F98A U+1F43B U+1F991 U+1F333 U+1F433 U+1F913,0,6,INTELLIGENCE,1404.png,🤓🐶🦊🐻🦑🌳🐳🤓,"['noto-emoji/png/512/emoji_u1f913.png', 'noto-emoji/png/512/emoji_u1f436.png', 'noto-emoji/png/512/emoji_u1f98a.png', 'noto-emoji/png/512/emoji_u1f43b.png', 'noto-emoji/png/512/emoji_u1f991.png', 'noto-emoji/png/512/emoji_u1f333.png', 'noto-emoji/png/512/emoji_u1f433.png', 'noto-emoji/png/512/emoji_u1f913.png']"
This is robot [EM] paw_prints.,This is intelligent solution.,U+1F916 U+1F43E,0,6,INTELLIGENCE,1403.png,🤖🐾,"['noto-emoji/png/512/emoji_u1f916.png', 'noto-emoji/png/512/emoji_u1f43e.png']"
This is student [EM] nerd_face.,This is intelligent solution.,U+1F9D1 U+200D U+1F393 U+1F913,0,6,INTELLIGENCE,1401.png,🧑‍🎓🤓,"['noto-emoji/png/512/emoji_u1f9d1.png', 'noto-emoji/png/512/emoji_u1f393.png', 'noto-emoji/png/512/emoji_u1f913.png']"
This is brain [EM] thinking_face.,This is intelligent solution.,U+1F9E0 U+1F914,0,6,INTELLIGENCE,1391.png,🧠🤔,"['noto-emoji/png/512/emoji_u1f9e0.png', 'noto-emoji/png/512/emoji_u1f914.png']"
This is face_with_monocle [EM] red_question_mark.,This is intelligent solution.,U+1F9D0 U+2753,0,6,CLARITY,645.png,🧐❓,"['noto-emoji/png/512/emoji_u1f9d0.png', 'noto-emoji/png/512/emoji_u2753.png']"
This is thinking_face [EM] nerd_face [EM] red_question_mark.,This is intelligent solution.,U+1F914 U+1F913 U+2753,0,6,INTELLIGENCE,1396.png,🤔🤓❓,"['noto-emoji/png/512/emoji_u1f914.png', 'noto-emoji/png/512/emoji_u1f913.png', 'noto-emoji/png/512/emoji_u2753.png']"
This is thumbs_up [EM] man_teacher.,This is intelligent solution.,U+1F44D U+1F468 U+200D U+1F3EB,0,6,INTELLIGENCE,1399.png,👍👨‍🏫,"['noto-emoji/png/512/emoji_u1f44d.png', 'noto-emoji/png/512/emoji_u1f468.png', 'noto-emoji/png/512/emoji_u1f3eb.png']"
This is repeat_single_button [EM] confounded_face.,This is constant lover.,U+1F502 U+1F616,0,6,CONTINUITY,1424.png,🔂😖,"['noto-emoji/png/512/emoji_u1f502.png', 'noto-emoji/png/512/emoji_u1f616.png']"
This is bone [EM] hammer [EM] person_in_manual_wheelchair [EM] hourglass_not_done [EM] loudly_crying_face.,This is constant lover.,U+1F9B4 U+1F528 U+1F9D1 U+200D U+1F9BD U+23F3 U+1F62D,0,6,CONTINUITY,1429.png,🦴🔨🧑‍🦽⏳😭,"['noto-emoji/png/512/emoji_u1f9b4.png', 'noto-emoji/png/512/emoji_u1f528.png', 'noto-emoji/png/512/emoji_u1f9d1.png', 'noto-emoji/png/512/emoji_u1f9bd.png', 'noto-emoji/png/512/emoji_u23f3.png', 'noto-emoji/png/512/emoji_u1f62d.png']"
This is repeat_single_button [EM] confounded_face.,This is constant lover.,U+1F502 U+1F616,0,6,CONTINUITY,1424.png,🔂😖,"['noto-emoji/png/512/emoji_u1f502.png', 'noto-emoji/png/512/emoji_u1f616.png']"
This is bone [EM] hammer [EM] person_in_manual_wheelchair [EM] hourglass_not_done [EM] loudly_crying_face.,This is constant lover.,U+1F9B4 U+1F528 U+1F9D1 U+200D U+1F9BD U+23F3 U+1F62D,0,6,CONTINUITY,1429.png,🦴🔨🧑‍🦽⏳😭,"['noto-emoji/png/512/emoji_u1f9b4.png', 'noto-emoji/png/512/emoji_u1f528.png', 'noto-emoji/png/512/emoji_u1f9d1.png', 'noto-emoji/png/512/emoji_u1f9bd.png', 'noto-emoji/png/512/emoji_u23f3.png', 'noto-emoji/png/512/emoji_u1f62d.png']"
This is hourglass_not_done [EM] persevering_face [EM] face_with_head-bandage.,This is constant lover.,U+23F3 U+1F623 U+1F915,0,6,CONTINUITY,1427.png,⏳😣🤕,"['noto-emoji/png/512/emoji_u23f3.png', 'noto-emoji/png/512/emoji_u1f623.png', 'noto-emoji/png/512/emoji_u1f915.png']"
